time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-03T08:48:27.686Z,0.5044,126.6417,58.32,4.6,mb,,51,0.772,0.48,us,us7000h6s5,2022-05-03T09:34:54.040Z,"88 km WSW of Ternate, Indonesia",earthquake,6,8.5,0.107,26,reviewed,us,us
2022-05-03T08:28:58.074Z,5.4824,-82.6712,10,4.6,mb,,152,3.29,0.93,us,us7000h6s3,2022-05-03T09:20:32.040Z,"283 km S of Burica, Panama",earthquake,8.2,1.9,0.054,103,reviewed,us,us
2022-05-03T07:49:03.257Z,-25.324,179.8529,488.24,5,mb,,76,4.394,1.28,us,us7000h6ry,2022-05-03T08:02:40.040Z,"south of the Fiji Islands",earthquake,11.3,7.5,0.087,42,reviewed,us,us
2022-05-03T07:44:15.304Z,-20.8427,-178.4796,596.21,4.5,mb,,127,4.496,0.89,us,us7000h6ru,2022-05-03T08:16:14.040Z,"Fiji region",earthquake,9.4,7.5,0.077,49,reviewed,us,us
2022-05-03T06:32:24.525Z,13.8315,144.9758,130.45,4.5,mb,,82,0.262,0.5,us,us7000h8de,2022-05-15T05:09:45.040Z,"34 km NNE of Yigo Village, Guam",earthquake,12.5,5.3,0.076,50,reviewed,us,us
2022-05-02T23:25:56.078Z,-4.9817,144.87,94.4,4.7,mb,,59,7.312,0.71,us,us7000h6qi,2022-05-02T23:49:26.040Z,"105 km WNW of Madang, Papua New Guinea",earthquake,9.8,5.3,0.087,40,reviewed,us,us
2022-05-02T21:51:46.647Z,2.4201,128.5115,58.15,4.7,mb,,112,1.997,0.87,us,us7000h6q1,2022-05-12T01:01:02.040Z,"94 km NE of Tobelo, Indonesia",earthquake,7,3.2,0.07,61,reviewed,us,us
2022-05-02T18:59:24.352Z,-62.755,166.3674,10,4.9,mb,,34,14.908,0.92,us,us7000h6eu,2022-05-10T17:05:24.040Z,"Balleny Islands region",earthquake,12.2,1.8,0.104,29,reviewed,us,us
2022-05-02T18:43:13.339Z,24.0451,121.6609,30.05,4.5,mb,,89,0.141,0.92,us,us7000h6eq,2022-05-10T16:56:53.040Z,"9 km NE of Hualien City, Taiwan",earthquake,4.4,4.1,0.078,49,reviewed,us,us
2022-05-02T18:24:26.841Z,8.9775,-84.0298,33.39,4.5,mb,,63,1.021,1.25,us,us7000h6ee,2022-05-10T16:51:58.064Z,"52 km SSE of Quepos, Costa Rica",earthquake,6.6,5.4,0.087,39,reviewed,us,us
2022-05-02T18:19:49.089Z,-19.8825,-177.5247,428.84,4.6,mb,,121,4.697,0.7,us,us7000h6ed,2022-05-10T16:47:09.040Z,"279 km WNW of Haveluloto, Tonga",earthquake,10.2,5.7,0.059,85,reviewed,us,us
2022-05-02T16:27:54.142Z,-23.6891,-179.9323,511.21,5.4,mww,,59,5.835,0.66,us,us7000h6dx,2022-05-10T19:13:14.853Z,"south of the Fiji Islands",earthquake,10.6,5.7,0.086,13,reviewed,us,us
2022-05-02T14:41:16.538Z,18.4406,-73.5148,12.43,4.5,mb,,49,2.112,0.44,us,us7000h6dg,2022-05-10T18:56:31.040Z,"9 km S of Petit Trou de Nippes, Haiti",earthquake,5.9,4,0.11,26,reviewed,us,us
2022-05-02T14:37:36.260Z,-49.7455,117.4265,10,4.5,mb,,86,16.804,0.93,us,us7000h8c8,2022-05-10T18:52:00.040Z,"western Indian-Antarctic Ridge",earthquake,14.3,1.8,0.132,17,reviewed,us,us
2022-05-02T14:28:02.428Z,-50.0822,115.4794,10,4.7,mb,,118,16.442,0.49,us,us7000h8c3,2022-05-10T18:43:44.040Z,"western Indian-Antarctic Ridge",earthquake,13.6,1.9,0.13,19,reviewed,us,us
2022-05-02T12:48:07.859Z,51.1249,177.8752,33.62,4.5,mb,,137,0.915,0.46,us,us7000h6cz,2022-05-16T05:13:41.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5,5.2,0.042,166,reviewed,us,us
2022-05-02T12:34:25.670Z,-30.0182,-178.6215,222.78,5.4,mww,,52,0.969,0.84,us,us7000h6cu,2022-05-15T10:06:00.749Z,"Kermadec Islands, New Zealand",earthquake,10.2,4.7,0.057,30,reviewed,us,us
2022-05-02T07:08:15.880Z,31.7016,131.687,37.01,5.2,mww,,90,1.07,0.77,us,us7000h6bp,2022-05-03T05:16:16.603Z,"32 km ENE of Nichinan, Japan",earthquake,5.6,6.4,0.093,11,reviewed,us,us
2022-05-02T06:10:38.366Z,-57.0389,-25.2156,10,5.1,mb,,83,6.948,0.92,us,us7000h6ba,2022-05-02T06:27:59.040Z,"South Sandwich Islands region",earthquake,5.8,1.9,0.071,64,reviewed,us,us
2022-05-02T06:02:12.296Z,-57.0571,-25.1637,10,5.6,mww,,46,6.981,0.72,us,us7000h6b8,2022-05-03T17:21:47.040Z,"South Sandwich Islands region",earthquake,9.4,1.7,0.068,21,reviewed,us,us
2022-05-02T03:23:58.696Z,31.4171,138.705,10,4.9,mb,,115,1.927,0.87,us,us7000h6ay,2022-05-11T04:21:13.040Z,"Izu Islands, Japan region",earthquake,7.4,1.8,0.05,127,reviewed,us,us
2022-05-02T03:14:28.398Z,31.3723,138.7424,10,5.3,mww,,69,1.952,0.96,us,us7000h6as,2022-05-11T04:05:16.040Z,"Izu Islands, Japan region",earthquake,5.9,1.8,0.066,22,reviewed,us,us
2022-05-01T21:57:48.362Z,23.6654,142.7335,44.91,5.5,mww,,36,9.758,0.79,us,us7000h69c,2022-05-03T17:02:46.040Z,"Volcano Islands, Japan region",earthquake,8.5,3.8,0.073,18,reviewed,us,us
2022-05-01T21:38:11.351Z,31.4899,138.8039,10,4.5,mb,,102,1.824,0.8,us,us7000h698,2022-05-11T04:23:36.040Z,"Izu Islands, Japan region",earthquake,6.5,1.9,0.115,22,reviewed,us,us
2022-05-01T20:10:19.029Z,-20.0659,-173.5189,10,5.2,mb,,83,6.344,1.41,us,us7000h68v,2022-05-01T20:29:05.040Z,"91 km ESE of Pangai, Tonga",earthquake,6.5,1.9,0.089,42,reviewed,us,us
2022-05-01T19:35:53.123Z,41.1318,44.0732,10,4.9,mb,,42,0.993,1.09,us,us7000h68m,2022-05-02T09:45:59.313Z,"15 km WSW of Metsavan, Armenia",earthquake,5.4,1.9,0.059,90,reviewed,us,us
2022-05-01T19:26:00.664Z,-37.205,-74.0892,10,4.7,mb,,137,0.852,0.75,us,us7000h68k,2022-05-01T19:45:07.040Z,"59 km NW of Lebu, Chile",earthquake,4.6,1.8,0.121,21,reviewed,us,us
2022-05-01T17:28:56.228Z,47.6916,147.5903,392.79,4.7,mb,,100,3.366,1.13,us,us7000h685,2022-05-01T19:23:02.040Z,"274 km N of Kuril’sk, Russia",earthquake,10.3,5.8,0.022,631,reviewed,us,us
2022-05-01T16:30:50.037Z,14.2981,119.4464,10,4.5,mb,,107,8.614,0.52,us,us7000h84m,2022-05-09T20:45:40.040Z,"79 km NW of Cabra, Philippines",earthquake,10.4,1.9,0.088,39,reviewed,us,us
2022-05-01T15:15:39.093Z,22.6784,94.2561,90.81,5,mb,,43,2.413,0.7,us,us7000h67u,2022-05-09T20:07:22.815Z,"64 km ESE of Falam, Myanmar",earthquake,7.7,1.9,0.04,201,reviewed,us,us
2022-05-01T12:50:30.597Z,-7.0256,155.6883,35,5.5,mww,,44,4.498,0.63,us,us7000h67f,2022-05-15T07:43:20.937Z,"81 km SSE of Panguna, Papua New Guinea",earthquake,7.9,1.9,0.083,14,reviewed,us,us
2022-05-01T12:12:00.067Z,-65.5439,-178.3944,10,4.7,mb,,90,13.136,0.32,us,us7000h84e,2022-05-13T07:45:12.040Z,"Pacific-Antarctic Ridge",earthquake,7.3,1.9,0.134,18,reviewed,us,us
2022-05-01T10:14:58.813Z,-59.4066,-25.8898,32.86,4.5,mb,,81,7.749,0.43,us,us7000h84b,2022-05-13T06:33:39.040Z,"South Sandwich Islands region",earthquake,11.9,2.3,0.115,22,reviewed,us,us
2022-05-01T10:05:51.205Z,-28.1879,-13.2248,10,4.5,mb,,79,13.999,0.51,us,us7000h84a,2022-05-13T06:09:08.040Z,"southern Mid-Atlantic Ridge",earthquake,5.8,1.9,0.096,32,reviewed,us,us
2022-05-01T05:43:08.665Z,24.2908,141.5195,171.32,4.6,mb,,96,8.918,0.94,us,us7000h661,2022-05-01T07:21:35.645Z,"Volcano Islands, Japan region",earthquake,9.9,7.1,0.033,282,reviewed,us,us
2022-05-01T01:52:26.269Z,26.8227,126.4682,10,4.5,mb,,82,1.612,0.56,us,us7000h65c,2022-05-01T02:24:25.040Z,"138 km WNW of Naha, Japan",earthquake,9,1.9,0.204,9,reviewed,us,us
2022-05-01T01:22:47.291Z,29.7383,142.3801,10,4.6,mb,,136,7.19,0.63,us,us7000h659,2022-05-01T01:44:16.040Z,"Izu Islands, Japan region",earthquake,11.9,1.9,0.074,57,reviewed,us,us
2022-04-30T23:07:19.271Z,12.3669,141.8559,103.05,4.5,mb,,54,3.177,0.72,us,us7000h7kb,2022-05-18T03:38:46.040Z,"Mariana Islands region",earthquake,12.2,8.5,0.14,15,reviewed,us,us
2022-04-30T23:00:18.237Z,-60.8404,-19.8914,10,4.6,mb,,96,12.784,0.4,us,us7000h7ka,2022-05-18T03:29:24.040Z,"east of the South Sandwich Islands",earthquake,13.8,1.9,0.158,12,reviewed,us,us
2022-04-30T22:39:28.645Z,-5.3786,68.8004,10,4.5,mb,,58,4.287,0.59,us,us7000h64v,2022-05-18T03:09:46.040Z,"Chagos Archipelago region",earthquake,10.8,1.7,0.089,37,reviewed,us,us
2022-04-30T22:15:26.980Z,-17.7422,-178.674,546.74,4.5,mb,,119,3.119,0.68,us,us7000h64p,2022-05-18T03:02:38.040Z,"215 km E of Levuka, Fiji",earthquake,15.4,10.9,0.118,21,reviewed,us,us
2022-04-30T19:57:37.387Z,-56.9519,147.9963,10,4.8,mb,,113,17.884,0.83,us,us7000h65w,2022-05-13T04:29:26.040Z,"west of Macquarie Island",earthquake,14.6,1.9,0.114,24,reviewed,us,us
2022-04-30T17:34:04.645Z,13.2125,92.9874,30.98,4.6,mb,,47,1.565,0.79,us,us7000h63j,2022-04-30T18:36:21.040Z,"169 km N of Bamboo Flat, India",earthquake,7.5,5.1,0.083,50,reviewed,us,us
2022-04-30T13:30:42.064Z,-16.6268,175.9384,10,4.5,mb,,71,6.174,1.04,us,us7000h7jz,2022-05-09T19:54:53.040Z,"194 km NW of Lautoka, Fiji",earthquake,7.2,1.9,0.131,17,reviewed,us,us
2022-04-30T13:04:59.273Z,-6.7023,120.6879,10,4.8,mb,,52,1.918,0.7,us,us7000h62q,2022-04-30T13:26:10.040Z,"181 km SSE of Sinjai, Indonesia",earthquake,5.7,1.9,0.122,21,reviewed,us,us
2022-04-30T11:00:19.015Z,-35.2949,78.5926,10,4.9,mb,,58,2.628,0.42,us,us7000h626,2022-04-30T11:21:29.040Z,"Mid-Indian Ridge",earthquake,10.6,1.8,0.089,40,reviewed,us,us
2022-04-30T09:21:28.621Z,-34.4647,-72.07,18.6,4.5,mb,,129,0.555,0.65,us,us7000h61w,2022-04-30T09:48:47.040Z,"67 km WNW of Santa Cruz, Chile",earthquake,3.8,1.7,0.144,14,reviewed,us,us
2022-04-30T08:14:47.308Z,-6.6004,103.5781,20.23,4.6,mb,,118,2.309,0.54,us,us7000h61c,2022-04-30T10:54:29.616Z,"226 km SW of Bandar Lampung, Indonesia",earthquake,4.5,5.8,0.114,23,reviewed,us,us
2022-04-30T06:33:02.653Z,-14.7253,-173.224,10,4.5,mb,,125,1.616,0.64,us,us7000h60u,2022-04-30T06:57:56.040Z,"138 km SW of Gataivai, Samoa",earthquake,14.3,1.9,0.15,13,reviewed,us,us
2022-04-30T06:14:40.908Z,-15.8054,-177.9434,10,4.6,mb,,107,1.498,0.77,us,us7000h60x,2022-04-30T07:06:36.040Z,"166 km S of Alo, Wallis and Futuna",earthquake,5.3,1.9,0.141,15,reviewed,us,us
2022-04-30T05:09:11.309Z,12.5566,-88.0131,68.03,4.7,mb,,155,0.978,0.75,us,us7000h607,2022-04-30T05:35:06.040Z,"64 km WSW of Jiquilillo, Nicaragua",earthquake,7.2,8.5,0.059,88,reviewed,us,us
2022-04-30T03:24:52.382Z,2.9789,126.5729,55.54,4.9,mb,,104,2.331,1.1,us,us7000h5zj,2022-04-30T03:53:10.040Z,"211 km NW of Tobelo, Indonesia",earthquake,9,7.6,0.062,83,reviewed,us,us
2022-04-30T03:24:49.914Z,-59.0086,-25.731,50.48,5,mb,,64,7.584,0.87,us,us7000h5zm,2022-04-30T03:46:27.040Z,"South Sandwich Islands region",earthquake,8.4,5.2,0.091,41,reviewed,us,us
2022-04-30T02:49:23.417Z,-16.2633,-177.7456,10,5,mb,,127,4.281,0.62,us,us7000h5zh,2022-04-30T03:42:29.040Z,"219 km S of Alo, Wallis and Futuna",earthquake,10.5,1.6,0.081,48,reviewed,us,us
2022-04-30T01:13:20.679Z,-46.859,33.3293,10,4.9,mb,,77,17.348,1.08,us,us7000h5yx,2022-04-30T01:30:18.040Z,"Prince Edward Islands region",earthquake,13.5,1.9,0.129,21,reviewed,us,us
2022-04-29T21:42:02.312Z,-0.3228,124.5529,51.76,4.9,mww,,42,1.918,1.14,us,us7000h5xr,2022-05-05T19:52:00.040Z,"183 km S of Tomohon, Indonesia",earthquake,6.7,6.8,0.098,10,reviewed,us,us
2022-04-29T18:49:52.019Z,-2.7689,-79.4702,62.83,4.8,mb,,63,0.976,0.9,us,us7000h5w1,2022-04-29T20:22:39.714Z,"19 km ESE of Naranjal, Ecuador",earthquake,6,7.9,0.035,253,reviewed,us,us
2022-04-29T18:25:26.946Z,-9.7203,116.2749,47.7,4.8,mb,,59,1.727,0.74,us,us7000h5vv,2022-04-30T00:14:52.973Z,"112 km SSE of Lembar, Indonesia",earthquake,6.3,5.3,0.064,80,reviewed,us,us
2022-04-29T18:13:42.699Z,-25.0536,-176.918,62.14,5,mb,,72,4.285,0.87,us,us7000h5vs,2022-04-29T19:00:34.785Z,"south of the Fiji Islands",earthquake,10.3,6,0.061,91,reviewed,us,us
2022-04-29T17:23:51.970Z,27.9111,100.6622,10,4.7,mb,,53,6.668,0.78,us,us7000h5vh,2022-04-29T18:15:30.040Z,"94 km E of Shangri-La, China",earthquake,9.8,1.9,0.058,92,reviewed,us,us
2022-04-29T15:14:49.005Z,-32.4487,-71.9484,26.4,4.6,mb,,162,0.626,0.98,us,us7000h5uu,2022-04-29T21:48:44.513Z,"67 km W of La Ligua, Chile",earthquake,4.2,5.5,0.152,15,reviewed,us,us
2022-04-29T14:01:12.059Z,35.0732,25.0057,10,4.9,mb,,59,0.234,0.5,us,us7000h5uf,2022-05-09T09:06:14.007Z,"7 km S of Agía Varvára, Greece",earthquake,4.4,1.8,0.041,192,reviewed,us,us
2022-04-29T14:00:38.961Z,-16.363,-173.5116,55.87,4.9,mb,,61,2.956,0.46,us,us7000h5ug,2022-05-09T09:41:25.040Z,"54 km SE of Hihifo, Tonga",earthquake,11.9,7.2,0.034,264,reviewed,us,us
2022-04-29T12:00:00.938Z,-15.3823,168.1008,120,4.5,mb,,113,6.292,0.48,us,us7000h5u1,2022-05-09T08:47:44.040Z,"Vanuatu",earthquake,14.3,5.2,0.11,24,reviewed,us,us
2022-04-29T11:40:34.008Z,11.0658,-87.0154,10,4.5,mb,,186,1.312,0.62,us,us7000h5tw,2022-05-09T08:40:48.040Z,"96 km SW of Masachapa, Nicaragua",earthquake,2.6,1.9,0.069,62,reviewed,us,us
2022-04-29T11:23:11.615Z,31.1606,130.3699,158.52,4.5,mb,,114,0.354,0.44,us,us7000h5ts,2022-05-09T07:12:45.040Z,"12 km SSE of Makurazaki, Japan",earthquake,8.2,4.8,0.067,65,reviewed,us,us
2022-04-29T09:07:49.938Z,-5.4525,147.0795,214.91,4.5,mb,,58,3.398,1.01,us,us7000h5tb,2022-04-29T11:53:11.040Z,"140 km N of Lae, Papua New Guinea",earthquake,9.8,4.5,0.084,41,reviewed,us,us
2022-04-29T08:33:28.671Z,-4.4878,-104.9475,10,5.6,mww,,109,22.798,0.5,us,us7000h5t8,2022-05-03T17:35:24.040Z,"central East Pacific Rise",earthquake,13.6,1.9,0.098,10,reviewed,us,us
2022-04-29T06:24:00.155Z,0.7244,67.2674,10,4.6,mb,,130,8.42,0.5,us,us7000h5sq,2022-04-29T08:37:23.040Z,"Carlsberg Ridge",earthquake,5,1.9,0.122,20,reviewed,us,us
2022-04-29T01:30:02.883Z,-56.9948,-25.0331,10,4.6,mb,,115,7.029,0.39,us,us7000h7i4,2022-05-07T00:44:02.040Z,"South Sandwich Islands region",earthquake,13.1,1.9,0.146,16,reviewed,us,us
2022-04-28T22:29:25.807Z,-15.0011,-71.893,122.34,4.6,mb,,122,3.463,1.02,us,us7000h5r1,2022-04-28T23:21:50.040Z,"38 km SSE of Cayarani, Peru",earthquake,7.5,7.4,0.073,56,reviewed,us,us
2022-04-28T16:33:55.724Z,46.0813,152.8135,10,4.5,mb,,134,6.992,0.71,us,us7000h5ne,2022-04-28T22:06:37.040Z,"Kuril Islands",earthquake,10.3,1.9,0.056,92,reviewed,us,us
2022-04-28T13:21:13.325Z,-3.8986,146.6605,10,6,mww,,29,1.973,1.16,us,us7000h5mc,2022-05-17T20:35:41.953Z,"175 km NNE of Madang, Papua New Guinea",earthquake,5,1.8,0.061,26,reviewed,us,us
2022-04-28T12:54:28.540Z,-4.07,146.6536,10,4.9,mb,,68,5.497,0.97,us,us7000h5m3,2022-04-28T13:28:31.040Z,"159 km NE of Madang, Papua New Guinea",earthquake,11.7,1.9,0.086,42,reviewed,us,us
2022-04-28T11:42:26.328Z,10.005,126.151,43.5,5,mww,,71,2.97,1.3,us,us7000h5lp,2022-04-30T17:36:54.076Z,"12 km E of Santa Monica, Philippines",earthquake,8.3,4.1,0.068,21,reviewed,us,us
2022-04-28T10:03:21.751Z,41.2195,142.282,54.44,4.7,mb,,134,1.016,0.88,us,us7000h5l9,2022-04-28T13:43:29.333Z,"89 km E of Mutsu, Japan",earthquake,4.6,7.1,0.037,225,reviewed,us,us
2022-04-28T06:46:51.253Z,-16.0568,-173.8581,173.77,4.7,mb,,111,2.929,0.64,us,us7000h5kk,2022-04-28T07:08:23.040Z,"13 km SSW of Hihifo, Tonga",earthquake,11.8,4.1,0.12,26,reviewed,us,us
2022-04-28T04:14:56.810Z,52.7354,-174.5396,193.45,4.5,mb,,67,0.41,0.73,us,us7000h5jq,2022-05-11T04:03:49.040Z,"64 km NNW of Atka, Alaska",earthquake,8.9,3.3,0.03,328,reviewed,us,us
2022-04-28T03:44:20.389Z,-7.0497,129.7722,83.06,4.5,mb,,76,1.774,0.8,us,us7000h7ak,2022-05-11T03:08:10.040Z,"Kepulauan Babar, Indonesia",earthquake,7.4,9.5,0.181,9,reviewed,us,us
2022-04-28T03:33:39.903Z,56.3596,-156.4956,83.1,5.2,ml,,,,0.57,ak,ak0225f7eevn,2022-05-11T01:43:28.313Z,"118 km E of Chignik, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2022-04-28T01:23:42.754Z,43.0442,142.2144,150.88,4.6,mb,,88,1.108,0.54,us,us7000h5if,2022-05-11T00:55:35.518Z,"36 km SSW of Shimo-furano, Japan",earthquake,5.4,2,0.027,420,reviewed,us,us
2022-04-28T00:01:07.630Z,-4.3905,129.1791,155.04,4.8,mb,,48,3.394,0.69,us,us7000h5i6,2022-05-18T01:38:15.040Z,"119 km SSE of Amahai, Indonesia",earthquake,2.9,6.3,0.071,61,reviewed,us,us
2022-04-27T23:09:23.586Z,-19.2785,167.5534,10,5.4,mww,,43,3.319,0.89,us,us7000h5hl,2022-05-18T00:53:40.176Z,"183 km W of Isangel, Vanuatu",earthquake,7.2,1.7,0.073,18,reviewed,us,us
2022-04-27T22:10:53.177Z,46.096,152.7709,10,4.5,mb,,138,7.467,0.72,us,us7000h71t,2022-05-17T23:17:58.040Z,"Kuril Islands",earthquake,12.6,1.9,0.115,22,reviewed,us,us
2022-04-27T21:35:18.531Z,10.7984,-62.2547,95.73,4.7,mb,,31,1.45,0.58,us,us7000h5h9,2022-05-14T02:05:03.913Z,"24 km N of Güiria, Venezuela",earthquake,8.4,6.6,0.06,84,reviewed,us,us
2022-04-27T19:47:08.625Z,-32.8494,-179.1817,96.46,4.5,mb,,155,3.736,0.72,us,us7000h71m,2022-05-04T19:43:26.040Z,"south of the Kermadec Islands",earthquake,8.5,9.7,0.15,13,reviewed,us,us
2022-04-27T14:13:53.544Z,-19.8415,-69.1427,103.47,4.9,mb,,72,0.178,0.64,us,us6000hgpq,2022-04-27T21:26:16.967Z,"113 km ENE of Iquique, Chile",earthquake,6.8,4.4,0.066,72,reviewed,us,us
2022-04-27T12:03:17.103Z,-55.298,-31.0249,10,4.9,mb,,73,3.322,0.67,us,us6000hgp7,2022-04-27T14:21:17.646Z,"South Georgia Island region",earthquake,11.2,1.9,0.114,24,reviewed,us,us
2022-04-27T11:32:19.359Z,11.8203,144.4262,10,4.5,mb,,88,1.81,0.53,us,us7000h712,2022-05-18T09:39:50.040Z,"162 km S of Merizo Village, Guam",earthquake,11,1.9,0.089,37,reviewed,us,us
2022-04-27T11:01:30.546Z,15.8426,-96.6037,15.72,4.8,mww,,180,0.482,0.74,us,us6000hgnw,2022-05-18T09:34:44.272Z,"1 km WNW of San José Piedras Negras, Mexico",earthquake,6.6,5.3,0.069,20,reviewed,us,us
2022-04-27T09:27:00.250Z,-60.2183,-24.8702,10,5.4,mww,,70,14.448,0.56,us,us6000hgmt,2022-05-18T09:22:01.127Z,"South Sandwich Islands region",earthquake,10.8,1.9,0.083,14,reviewed,us,us
2022-04-27T08:49:17.877Z,-22.8711,170.9858,10,4.9,mb,,134,6.73,1.33,us,us6000hgml,2022-04-27T09:04:30.040Z,"southeast of the Loyalty Islands",earthquake,11.8,2,0.112,25,reviewed,us,us
2022-04-27T04:41:59.641Z,-10.3684,123.5296,10,4.5,mb,,81,0.948,0.89,us,us7000h70t,2022-05-10T00:34:30.040Z,"23 km SSW of Kupang, Indonesia",earthquake,5.2,1.9,0.171,10,reviewed,us,us
2022-04-27T01:51:53.497Z,35.9659,22.6613,55.02,4.9,mww,,39,1.347,0.63,us,us6000hgkt,2022-05-14T00:27:33.040Z,"35 km SW of Kýthira, Greece",earthquake,5.6,4.6,0.071,19,reviewed,us,us
2022-04-27T01:27:25.294Z,-33.0104,-179.4545,82.06,5,mww,,65,3.961,0.67,us,us6000hgkn,2022-05-13T23:44:18.040Z,"south of the Kermadec Islands",earthquake,8.3,4.8,0.089,12,reviewed,us,us
2022-04-27T00:12:49.261Z,35.1787,140.4323,88.71,4.6,mb,,119,1.914,0.67,us,us6000hgkb,2022-05-04T22:25:50.357Z,"near the east coast of Honshu, Japan",earthquake,6.7,4.9,0.052,112,reviewed,us,us
2022-04-26T22:28:34.920Z,-49.2501,123.1396,10,4.6,mb,,135,16.894,0.65,us,us6000hgjn,2022-05-04T05:12:05.040Z,"western Indian-Antarctic Ridge",earthquake,14.3,1.9,0.128,18,reviewed,us,us
2022-04-26T21:54:27.408Z,1.5182,128.8698,18.91,4.5,mb,,81,1.675,0.8,us,us7000h6pf,2022-05-04T05:07:59.040Z,"98 km ESE of Tobelo, Indonesia",earthquake,8.1,5,0.089,37,reviewed,us,us
2022-04-26T19:11:33.900Z,34.7576,32.4115,10,4.9,mb,,57,0.783,0.76,us,us6000hght,2022-04-28T17:43:43.021Z,"2 km SSW of Paphos, Cyprus",earthquake,4.3,1.9,0.046,152,reviewed,us,us
2022-04-26T19:08:19.495Z,-4.0409,142.6569,122.34,5.2,mww,,17,5.104,0.83,us,us6000hghs,2022-04-30T17:00:27.040Z,"26 km NW of Ambunti, Papua New Guinea",earthquake,8.8,3.9,0.068,21,reviewed,us,us
2022-04-26T15:17:54.542Z,-18.657,-172.8938,10,4.6,mb,,76,4.84,0.91,us,us6000hggc,2022-05-04T20:17:15.040Z,"115 km E of Neiafu, Tonga",earthquake,10.7,1.9,0.091,38,reviewed,us,us
2022-04-26T14:58:09.112Z,-15.6433,-172.8656,20.08,4.6,mb,,64,2.017,0.73,us,us7000h6pb,2022-05-04T19:42:16.040Z,"105 km ENE of Hihifo, Tonga",earthquake,8.4,5,0.048,128,reviewed,us,us
2022-04-26T13:09:21.188Z,-57.3619,-25.6929,57.15,4.5,mb,,77,6.818,0.2,us,us7000h6nx,2022-05-04T18:14:47.040Z,"South Sandwich Islands region",earthquake,8.4,6.8,0.139,15,reviewed,us,us
2022-04-26T05:08:09.393Z,45.9938,152.7609,10,4.8,mb,,127,6.973,0.61,us,us6000hge2,2022-05-09T07:00:09.040Z,"east of the Kuril Islands",earthquake,6.3,1.9,0.034,276,reviewed,us,us
2022-04-26T04:14:05.741Z,-18.4087,176.3764,10,4.5,mb,,111,1.725,0.33,us,us7000h6nt,2022-05-09T03:53:15.040Z,"128 km WSW of Nadi, Fiji",earthquake,8.4,1.6,0.171,10,reviewed,us,us
2022-04-26T03:52:58.618Z,-57.5343,-23.4062,10,4.6,mb,,70,8.038,0.39,us,us7000h6ni,2022-05-09T01:14:37.040Z,"South Sandwich Islands region",earthquake,11,1.9,0.122,20,reviewed,us,us
2022-04-26T03:23:03.122Z,26.7185,126.5186,10,4.7,mb,,64,1.572,0.44,us,us6000hgdt,2022-05-09T00:32:14.040Z,"128 km WNW of Naha, Japan",earthquake,6.9,1.9,0.101,30,reviewed,us,us
2022-04-26T00:43:22.519Z,-17.8142,-179.9997,599.24,4.6,mb,,77,1.856,0.54,us,us6000hgcw,2022-04-26T01:57:34.040Z,"77 km ENE of Levuka, Fiji",earthquake,11.5,6.4,0.028,396,reviewed,us,us
2022-04-26T00:41:24.997Z,-12.6014,166.823,77.84,4.6,mb,,197,2.852,0.45,us,us6000hgd4,2022-05-01T05:03:53.040Z,"161 km NNW of Sola, Vanuatu",earthquake,10.5,6.3,0.119,21,reviewed,us,us
2022-04-25T21:30:35.515Z,23.3057,121.5349,32.6,4.5,mwr,,84,0.235,1,us,us6000hgbn,2022-05-04T04:01:17.040Z,"Taiwan",earthquake,4.1,2.6,0.062,25,reviewed,us,us
2022-04-25T17:01:04.806Z,-7.3233,106.5702,59.86,4.5,mb,,108,1.079,1.31,us,us6000hg9g,2022-05-06T18:01:43.040Z,"37 km S of Pelabuhanratu, Indonesia",earthquake,6.1,5.8,0.084,44,reviewed,us,us
2022-04-25T16:41:09.993Z,-16.4398,177.5048,10,4.7,mb,,94,1.399,0.64,us,us7000h6n1,2022-05-04T17:02:39.040Z,"122 km N of Ba, Fiji",earthquake,6.3,1.9,0.183,10,reviewed,us,us
2022-04-25T15:09:02.538Z,-7.1221,155.7083,63.78,4.8,mb,,71,4.573,0.4,us,us6000hg8l,2022-05-04T15:41:30.040Z,"92 km SSE of Panguna, Papua New Guinea",earthquake,8.4,7.2,0.082,49,reviewed,us,us
2022-04-25T14:25:21.318Z,-21.643,-179.2589,590.85,4.6,mb,,79,4.631,1.05,us,us6000hg85,2022-05-04T14:47:51.040Z,"Fiji region",earthquake,12.2,8.8,0.091,39,reviewed,us,us
2022-04-25T14:18:49.004Z,-16.675,177.4227,10,4.7,mb,,92,1.222,0.7,us,us7000h6mu,2022-05-04T14:44:39.040Z,"98 km NNW of Ba, Fiji",earthquake,7.6,1.6,0.092,39,reviewed,us,us
2022-04-25T14:17:25.545Z,-16.6395,177.413,10,4.5,mb,,101,1.257,0.69,us,us7000h6mv,2022-05-04T14:19:21.040Z,"102 km NNW of Ba, Fiji",earthquake,9.5,1.9,0.125,21,reviewed,us,us
